text,category
Passengers of flight AI716 please note the delay,Delay
Security alert reported near terminal,Emergency
Passengers may now board flight AI574,Boarding
Passengers are requested to follow emergency procedures,Emergency
Final boarding call for flight AI439,Boarding
Gate changed from 7 to 14 for flight AI233,Gate Change
Flight AI289 scheduled for Mumbai is delayed,Delay
Flight AI985 to Dubai is ready for departure,Departure
Flight AI485 to London is delayed by 67 minutes,Delay
Passengers for flight AI413 please proceed to gate 20,Gate Change
Boarding announcement for flight AI640,Boarding
Passengers are requested to follow emergency procedures,Emergency
Passengers for flight AI129 to London proceed to gate 4,Departure
Due to weather conditions flight AI242 has been delayed,Delay
Passengers arriving on flight AI162 from Chennai may collect baggage,Arrival
Due to weather conditions flight AI844 has been delayed,Delay
Security alert reported near terminal,Emergency
Flight AI696 to Pune is delayed by 60 minutes,Delay
Gate changed from 5 to 15 for flight AI266,Gate Change
Passengers arriving on flight AI753 from Kolkata may collect baggage,Arrival
Airport emergency protocol has been activated,Emergency
Due to weather conditions flight AI344 has been delayed,Delay
Passengers of flight AI624 please note the delay,Delay
Boarding started for flight AI975 at gate 11,Boarding
Flight AI883 scheduled for London is delayed,Delay
Gate update for flight AI828,Gate Change
Gate changed from 6 to 14 for flight AI378,Gate Change
Security alert reported near terminal,Emergency
Flight AI204 has successfully landed from Kolkata,Arrival
Flight AI812 has successfully landed from Singapore,Arrival
Flight AI323 to Dubai is delayed by 46 minutes,Delay
Final boarding call for flight AI667,Boarding
Gate update for flight AI857,Gate Change
Flight AI724 to Bangalore is ready for departure,Departure
Emergency evacuation required immediately,Emergency
Final boarding call for flight AI867,Boarding
Boarding started for flight AI900 at gate 4,Boarding
Gate changed from 10 to 14 for flight AI330,Gate Change
Flight AI327 from Kolkata has arrived,Arrival
Departure announcement for flight AI749 to Delhi,Departure
Boarding started for flight AI633 at gate 5,Boarding
Passengers of flight AI532 please note the delay,Delay
Final boarding call for flight AI455,Boarding
Flight AI688 to Delhi is delayed by 47 minutes,Delay
Passengers may now board flight AI696,Boarding
Passengers may now board flight AI902,Boarding
Flight AI341 to Chennai is delayed by 84 minutes,Delay
Flight AI265 to Mumbai is delayed by 77 minutes,Delay
Emergency evacuation required immediately,Emergency
Passengers arriving on flight AI519 from Kolkata may collect baggage,Arrival
Arrival completed for flight AI162 from Dubai,Arrival
Emergency evacuation required immediately,Emergency
Flight AI824 scheduled for Chennai is delayed,Delay
Security alert reported near terminal,Emergency
Flight AI158 scheduled for Dubai is delayed,Delay
Passengers for flight AI928 please proceed to gate 13,Gate Change
Boarding started for flight AI199 at gate 17,Boarding
Gate update for flight AI730,Gate Change
Flight AI491 to Chennai is delayed by 91 minutes,Delay
Passengers may now board flight AI667,Boarding
Flight AI806 scheduled for Singapore is delayed,Delay
Due to weather conditions flight AI970 has been delayed,Delay
Flight AI894 to Dubai is delayed by 62 minutes,Delay
Boarding announcement for flight AI741,Boarding
Passengers for flight AI843 to Kolkata proceed to gate 15,Departure
Due to weather conditions flight AI158 has been delayed,Delay
Passengers are requested to follow emergency procedures,Emergency
Flight AI551 from Singapore has arrived,Arrival
Passengers for flight AI205 to Mumbai proceed to gate 3,Departure
Departure announcement for flight AI149 to Dubai,Departure
Flight AI233 to Pune is ready for departure,Departure
Boarding announcement for flight AI419,Boarding
Gate changed from 3 to 19 for flight AI255,Gate Change
Passengers of flight AI237 please note the delay,Delay
Airport emergency protocol has been activated,Emergency
Passengers arriving on flight AI316 from Dubai may collect baggage,Arrival
Final boarding call for flight AI520,Boarding
Passengers arriving on flight AI930 from Mumbai may collect baggage,Arrival
Passengers of flight AI285 please note the delay,Delay
Passengers for flight AI308 please proceed to gate 13,Gate Change
Flight AI223 has successfully landed from Pune,Arrival
Flight AI990 to Singapore is ready for departure,Departure
Due to weather conditions flight AI171 has been delayed,Delay
Flight AI734 scheduled for Hyderabad is delayed,Delay
Due to weather conditions flight AI832 has been delayed,Delay
Security alert reported near terminal,Emergency
Passengers arriving on flight AI766 from Chennai may collect baggage,Arrival
Due to weather conditions flight AI292 has been delayed,Delay
Flight AI241 to Kolkata is ready for departure,Departure
Flight AI378 bound for Hyderabad will depart shortly,Departure
Due to weather conditions flight AI373 has been delayed,Delay
Departure announcement for flight AI395 to Pune,Departure
Passengers arriving on flight AI579 from London may collect baggage,Arrival
Due to weather conditions flight AI556 has been delayed,Delay
Passengers for flight AI595 to Delhi proceed to gate 14,Departure
Flight AI670 departure gate has been changed,Gate Change
Boarding announcement for flight AI326,Boarding
Arrival completed for flight AI951 from Mumbai,Arrival
Due to weather conditions flight AI440 has been delayed,Delay
Flight AI101 has successfully landed from Dubai,Arrival
Boarding started for flight AI819 at gate 1,Boarding
Security alert reported near terminal,Emergency
Flight AI790 departure gate has been changed,Gate Change
Passengers may now board flight AI951,Boarding
Flight AI574 to Dubai is ready for departure,Departure
Gate update for flight AI556,Gate Change
Flight AI183 to Bangalore is delayed by 62 minutes,Delay
Flight AI711 to Chennai is delayed by 101 minutes,Delay
Gate update for flight AI289,Gate Change
Flight AI357 has successfully landed from Mumbai,Arrival
Passengers may now board flight AI503,Boarding
Passengers for flight AI798 to London proceed to gate 19,Departure
Flight AI256 departure gate has been changed,Gate Change
Emergency evacuation required immediately,Emergency
Flight AI101 scheduled for London is delayed,Delay
Emergency evacuation required immediately,Emergency
Gate update for flight AI174,Gate Change
Gate changed from 4 to 15 for flight AI709,Gate Change
Passengers may now board flight AI770,Boarding
Gate update for flight AI406,Gate Change
Emergency evacuation required immediately,Emergency
Airport emergency protocol has been activated,Emergency
Arrival completed for flight AI618 from Delhi,Arrival
Gate update for flight AI607,Gate Change
Gate changed from 1 to 18 for flight AI955,Gate Change
Boarding announcement for flight AI107,Boarding
Arrival completed for flight AI186 from Singapore,Arrival
Flight AI298 bound for London will depart shortly,Departure
Arrival completed for flight AI766 from Singapore,Arrival
Flight AI922 bound for London will depart shortly,Departure
Passengers for flight AI659 please proceed to gate 20,Gate Change
Arrival completed for flight AI176 from Delhi,Arrival
Airport emergency protocol has been activated,Emergency
Passengers of flight AI144 please note the delay,Delay
Flight AI542 to Hyderabad is delayed by 90 minutes,Delay
Flight AI230 bound for Chennai will depart shortly,Departure
Emergency evacuation required immediately,Emergency
Passengers are requested to follow emergency procedures,Emergency
Security alert reported near terminal,Emergency
Flight AI765 to Mumbai is ready for departure,Departure
Due to weather conditions flight AI449 has been delayed,Delay
Flight AI239 from Hyderabad has arrived,Arrival
Flight AI197 from Chennai has arrived,Arrival
Passengers are requested to follow emergency procedures,Emergency
Gate update for flight AI829,Gate Change
Flight AI759 from Mumbai has arrived,Arrival
Flight AI908 to Dubai is ready for departure,Departure
Departure announcement for flight AI141 to Pune,Departure
Passengers are requested to follow emergency procedures,Emergency
Passengers may now board flight AI501,Boarding
Flight AI893 to Mumbai is ready for departure,Departure
Due to weather conditions flight AI644 has been delayed,Delay
Passengers of flight AI177 please note the delay,Delay
Security alert reported near terminal,Emergency
Flight AI390 bound for Dubai will depart shortly,Departure
Passengers for flight AI754 to Hyderabad proceed to gate 11,Departure
Boarding started for flight AI753 at gate 13,Boarding
Gate changed from 2 to 14 for flight AI193,Gate Change
Passengers may now board flight AI371,Boarding
Passengers may now board flight AI224,Boarding
Flight AI605 scheduled for Mumbai is delayed,Delay
Passengers for flight AI381 please proceed to gate 14,Gate Change
Gate changed from 10 to 13 for flight AI997,Gate Change
Passengers for flight AI118 please proceed to gate 20,Gate Change
Airport emergency protocol has been activated,Emergency
Passengers are requested to follow emergency procedures,Emergency
Due to weather conditions flight AI794 has been delayed,Delay
Arrival completed for flight AI996 from Bangalore,Arrival
Flight AI322 has successfully landed from Chennai,Arrival
Passengers may now board flight AI303,Boarding
Gate update for flight AI574,Gate Change
Emergency evacuation required immediately,Emergency
Final boarding call for flight AI484,Boarding
Security alert reported near terminal,Emergency
Gate changed from 7 to 12 for flight AI267,Gate Change
Due to weather conditions flight AI464 has been delayed,Delay
Passengers arriving on flight AI969 from Singapore may collect baggage,Arrival
Passengers arriving on flight AI277 from Chennai may collect baggage,Arrival
Flight AI307 has successfully landed from Dubai,Arrival
Final boarding call for flight AI715,Boarding
Gate update for flight AI660,Gate Change
Departure announcement for flight AI375 to London,Departure
Gate update for flight AI410,Gate Change
Passengers of flight AI653 please note the delay,Delay
Final boarding call for flight AI998,Boarding
Boarding started for flight AI248 at gate 19,Boarding
Passengers of flight AI662 please note the delay,Delay
Boarding started for flight AI890 at gate 9,Boarding
Flight AI223 bound for Hyderabad will depart shortly,Departure
Flight AI571 bound for Hyderabad will depart shortly,Departure
Boarding announcement for flight AI303,Boarding
Airport emergency protocol has been activated,Emergency
Flight AI779 bound for Chennai will depart shortly,Departure
Flight AI233 to Chennai is ready for departure,Departure
